"id","title","type","sprint_id","module","owner_id","priority","status","estimated_hours","actual_hours","blocker","blocker_date","created_date","description","steps_to_reproduce","test_reproduced","closed_date","in_progress_date","blocked_hours","qa_status","qa_in_progress_date","qa_actual_hours","qa_fixing_in_progress_date","qa_fixing_hours","qa_sprint_id"
SP-017,Artefact - Mandatory Policy Categorization,Sprint,sprint-1769677972065,"",30,Medium,Done,1.0,0.9961343,,,"2026-01-29",For AI verifier we need to segregate the Artefact that can be satisfied with Policy/Trackers/Logs,,0,"2026-01-30T10:09:54Z",,0.0,Ready to Test,,0.0,,0.0,
SP-022,Training profile save issue,Sprint,sprint-1769504239258,Training Module,19,Medium,Done,0.5,0.00072917,,,"2026-01-29","When there are more than 200 employees, training created with all users are getting saved.",,0,"2026-01-29T11:40:21Z",,0.0,Ready to Test,,0.0,,0.0,
SP-074,On-prem settings design implementation,Sprint,sprint-1770615073846,Settings,18,High,Done,2.0,1.0,,,"2026-02-06","",,0,"2026-02-09T07:17:46Z",,0.0,Ready to Test,,0.0,,0.0,
ADD-002,Login Page Dashboard API Issue,Additional,sprint-1769504239258,General,22,High,Done,2.0,0.12909722,,,"2026-01-29","",,0,"2026-01-29T10:28:19Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-036,Issue in Integration fields.,Bug,,Integration,22,High,Fixed,0.0,1.0041319,,,"2026-02-17","1. when user clicks any integration in that access key and secret key fields are user name password vaule is sittings by default.","",0,"2026-02-25T04:57:40Z",,0.0,Ready to Test,,0.0,,0.0,
SP-063,create CI/CD for sprint flow,Sprint,sprint-1769504239258,"",20,High,Done,0.5,0.0018055555,,,"2026-02-05",Create a pipeline where to deploy the sprintflow automatically.,,0,"2026-02-05T10:05:59Z",,0.0,Ready to Test,,0.0,,0.0,
SP-051,Making the System One-Command Deployable with Docker can run the entire application,Sprint,sprint-1769504239258,General,24,High,Done,2.0,5.484132,,,"2026-02-04","",,0,"2026-02-06T05:33:44Z",,0.0,Ready to Test,,0.0,,0.0,
SP-035,source file link,Sprint,sprint-1769504239258,Questionnare,25,High,Done,1.5,1.8856713,,,"2026-02-02",add a downloadble link in answers for the source file,,0,"2026-02-04T04:42:36Z",,0.0,Ready to Test,,0.0,,0.0,
SP-021,Change the Questionnaire page design.,Sprint,sprint-1769504239258,Questionnaire,18,High,Done,1.5,1.1733912,,,"2026-01-29",Need to add the new questionnaire page design with the same functionality.,,0,"2026-01-30T15:42:21Z",,0.0,Ready to Test,,0.0,,0.0,
SP-023,On-Premises docker container flow,Sprint,sprint-1769504239258,General,24,Medium,Done,1.0,1.6848611,,,"2026-01-29","",,0,"2026-02-02T04:58:53Z",,0.0,Ready to Test,,0.0,,0.0,
SP-028,On-Prem product flow discussion,Sprint,sprint-1769504239258,"",19,Medium,Done,0.5,0.00008102,,,"2026-02-02","",,0,"2026-02-02T05:50:18Z",,0.0,Ready to Test,,0.0,,0.0,
SP-027,Training save issue for more than 200 people,Sprint,sprint-1769504239258,Training,19,Medium,Done,0.5,0.00010417,,,"2026-02-02",Training save issue for more than 200 people,,0,"2026-02-02T05:49:21Z",,0.0,Ready to Test,,0.0,,0.0,
SP-020,AI Design Share,Sprint,sprint-1769677972065,"",30,Medium,Done,0.0,0.00005787,,,"2026-01-29",Got Approval from Vignesh,,0,"2026-02-02T05:40:00Z",,0.0,Ready to Test,,0.0,,0.0,
SP-015,WhizzC - Cytrust Product Comparion,Sprint,sprint-1769677972065,"",30,Medium,Done,1.0,1.8525232,,,"2026-01-29","",,0,"2026-02-02T05:50:42Z",,0.0,Ready to Test,,0.0,,0.0,
SP-031,Leadership meeting,Sprint,sprint-1769504239258,"",19,Medium,Done,0.5,0.00009259,,,"2026-02-02","",,0,"2026-02-02T05:56:18Z",,0.0,Ready to Test,,0.0,,0.0,
SP-029,On-Prem production settings page API creation,Sprint,sprint-1769504239258,Settings,19,Medium,Done,1.0,1.9623958,,,"2026-02-02","",,0,"2026-02-04T04:56:59Z",,0.0,Ready to Test,,0.0,,0.0,
SP-026,"Implement the error handling, loading states, snackbar in Questionnaire.",Sprint,sprint-1769504239258,Questionnaire,18,High,Done,0.5,0.34104165,,,"2026-02-02","",,0,"2026-02-02T13:40:01Z",,0.0,Ready to Test,,0.0,,0.0,
SP-024,Chatbot frontend design analysis,Sprint,sprint-1769504239258,ChatBot,21,Medium,Done,1.0,1.1088889,,,"2026-01-30","Analyze the chatbot frontend requirements, user flow, and UI expectations.
Review existing references and define the design approach to be used
for the chatbot interface implementation.",,0,"2026-02-02T08:10:45Z",,0.0,Ready to Test,,0.0,,0.0,
SP-016,Assessment Module Flow and FRD,Sprint,sprint-1769677972065,"",30,Medium,Done,2.0,2.9802084,,,"2026-01-29","",,0,"2026-02-03T08:55:31Z",,0.0,Ready to Test,,0.0,,0.0,
SP-032,Functionality corrections and code review.,Sprint,sprint-1769504239258,Questionnaire,18,Medium,Done,0.5,0.26644677,,,"2026-02-02","",,0,"2026-02-03T12:08:20Z",,0.0,Ready to Test,,0.0,,0.0,
SP-050,"creating a single docker-compose to run frontend,backend and db",Sprint,sprint-1769504239258,General,24,High,Done,1.0,0.35260418,,,"2026-02-04","",,0,"2026-02-04T13:31:29Z",,0.0,Ready to Test,,0.0,,0.0,
ADD-003,Testing the whizz AI chat,Additional,sprint-1769504239258,whizz AI,26,High,Done,4.0,2.5162153,,,"2026-01-30","",,0,"2026-02-05T06:29:54Z",,0.0,Ready to Test,,0.0,,0.0,
SP-033,Training Module – Folder Structure Issue Fix,Sprint,sprint-1769504239258,Integration,23,Medium,Done,0.5,0.030231481,,,"2026-02-02",Investigate and resolve issues related to the folder structure and file organization within the Training Module.,,0,"2026-02-02T06:44:11Z",,0.0,Ready to Test,,0.0,,0.0,
SP-043,People Page Excel Upload Normalization,Sprint,sprint-1769504239258,People,22,Medium,Done,2.0,0.84028935,,,"2026-02-02","",,0,"2026-02-03T05:36:50Z",,0.0,Ready to Stage,,1.0,,0.0,sprint-1770615073846
SP-042,Chatbot frontend UI review and final polish,Sprint,sprint-1769504239258,ChatBot,21,Medium,Done,1.0,0.0,,,"2026-02-02","Review the chatbot UI, fix UI/UX issues,
and finalize the frontend design for handoff.",,0,"2026-02-06T05:19:15Z",,0.0,Ready to Test,,0.0,,0.0,
SP-049,Presentation Deck,Sprint,sprint-1769677972065,"",30,Medium,Done,0.25,3.494132,,,"2026-02-04","",,0,"2026-02-05T09:29:32Z",,0.0,Ready to Test,,0.0,,0.0,
SP-041,"Add chatbot loading, empty states, and UX enhancements",Sprint,sprint-1769504239258,ChatBot,21,Medium,Done,0.5,2.24125,,,"2026-02-02","Add loading indicators, empty chat state,
and basic UX improvements for better interaction.",,0,"2026-02-06T05:19:04Z",,0.0,Ready to Test,,0.0,,0.0,
SP-040,Implement chatbot message UI and interaction flow,Sprint,sprint-1769504239258,General,21,Medium,Done,1.0,3.0269444,,,"2026-02-02","Implement UI handling for user messages and bot responses,
including message alignment, timestamps, and scroll behavior.",,0,"2026-02-06T05:19:22Z",,0.0,Ready to Test,,0.0,,0.0,
CHG-012,Multiple selection and download of selected items.,Change,,Artifact,22,Medium,To Do,0.0,0.0,,,"2026-02-03",Users are not able to select and download specific files or folders which are present in the drive.,"1. Go to drive and select the multiple evidence and download the selected evidence.",0,,,0.0,,,0.0,,0.0,
CHG-013,Multiple selection in Drive Folders,Change,,Artifact,22,Low,To Do,0.0,0.0,,,"2026-02-03",Selecting and downloading multiple folders is not possible. Rather they need to download individual folders one by one,"1. Go to the artifact drive.
2.Users can't select multiple folders and download them in Drive.",0,,,0.0,,,0.0,,0.0,
CHG-014,Other category,Change,,TPRM,22,High,To Do,0.0,0.0,,,"2026-02-03","While adding vendor in the TPRM module, if the customer having any vendor that doesn't fall under our category list, the customer doesn't have the option to choose OTHER category and proceed. They are forced to choose from our given options.","1. create the add vendor.
2. click the vendor category.",0,,,0.0,,,0.0,,0.0,
SP-025,Microsoft Integration – Overview & Workflow,Sprint,sprint-1769504239258,Integration,23,High,Done,1.0,0.05528935,,,"2026-01-30","This task focuses on providing a high-level overview of the Microsoft integration and how it connects securely with the platform to fetch and manage organizational data.

The integration uses Microsoft OAuth 2.0 for secure authentication and authorization, allowing users to grant limited, permission-based access to their Microsoft tenant. Once authorized, the system establishes a trusted connection and retrieves relevant data from Microsoft services such as Microsoft Entra ID (Azure AD) and Microsoft 365 APIs.",,0,"2026-02-02T08:03:59Z",,0.0,Ready to Test,,0.0,,0.0,
SP-146,Implement Microsoft SSO connection.,Sprint,sprint-1770615073846,Authentication,18,High,Done,0.5,0.8037153,,,"2026-02-18",Need to implement Microsoft SSO connection authentication.,,0,"2026-02-19T05:26:06Z",,0.0,Ready to Test,,0.0,,0.0,
SP-044,Marketing Training Blog,Sprint,sprint-1770615834256,"",30,Medium,Done,0.0,0.36145833,,,"2026-02-03","",,0,"2026-02-10T12:53:30Z",,0.0,Ready to Test,,0.0,,0.0,
CHG-009,Drive Infinite scrolling,Change,,Artifact,22,Low,Fixed,0.0,1.0356597,,,"2026-02-03","1. drive,  uploaded files are shown in a list format which goes forever
2.The user needs to keep on scrolling to reach the page end.","1. Artifact drive scroll.",0,"2026-02-09T10:17:07Z",,0.0,Ready to Test,,0.0,,0.0,
SP-037,Chatbot frontend UI wireframe and user flow design,Sprint,sprint-1769504239258,ChatBot,21,High,Done,0.5,0.35127315,,,"2026-02-02","Design the chatbot UI wireframe and define user flow including
message layout, input section, actions, and screen states.
",,0,"2026-02-02T17:34:45Z",,0.0,Ready to Test,,0.0,,0.0,
CHG-010,No Folder upload option in Drive,Change,,Artifact,22,Low,To Do,0.0,0.0,,,"2026-02-03","1. Users cannot upload a folder as a whole
2. While uploading a folder in drive, users can only select the files in a folder and upload them. If they need all evidences in a folder, they need to create a seperate folder and again upload all the files in it. Some users find it dragging instead of simple folder upload.","",0,,,0.0,,,0.0,,0.0,
BUG-002,Address fields no validation.,Bug,,Settings,22,High,Done,0.0,0.11297454,,,"2026-01-22","1. there is no backend validation on county and state and city fields.","1. select all the fields and capture the request using burp suite.
2. And then change the county and get the response it getting successfull.",0,"2026-02-06",,0.0,Ready to Test,,0.0,,0.0,
SP-045,Dashboard Optimization,Sprint,sprint-1769504239258,Dashboard,22,High,Done,1.0,0.13398148,,,"2026-02-03",Need to Optimize the dashboard so that i won't take much time to load data,,0,"2026-02-03T09:33:13Z",,0.0,Ready to Test,,0.0,,0.0,
SP-047,address page bugs re-testing,Sprint,sprint-1769504239258,settings,26,High,Done,0.5,0.8934144,,,"2026-02-03","",,0,"2026-02-04T10:21:01Z",,0.0,Ready to Test,,0.0,,0.0,
SP-039,Chatbot frontend base layout and UI setup,Sprint,sprint-1769504239258,ChatBot,21,Medium,Done,1.0,2.0070486,,,"2026-02-02","Implement the base chatbot UI layout including chat container,
header, message area, and input section.",,0,"2026-02-05T05:06:14Z",,0.0,Ready to Test,,0.0,,0.0,
SP-048,On-prem product code setup and settings flow analysis.,Sprint,sprint-1769504239258,Settings,18,Medium,Done,1.0,1.7064352,,,"2026-02-03","",,0,"2026-02-05T05:03:51Z",,0.0,Ready to Test,,0.0,,0.0,
SP-066,Assessment Module design and PRD,Sprint,,"",30,Medium,To Do,0.0,0.0,,,"2026-02-06","",,0,,,0.0,,,0.0,,0.0,
SP-038,AI Auto Mapping deployment,Sprint,sprint-1769504239258,"",20,High,Done,0.5,0.00023148,,,"2026-02-02",Small security updated and patch fixes will be moved to prod in this deployment.,,0,"2026-02-04T05:28:21Z",,0.0,Ready to Test,,0.0,,0.0,
SP-046,Approval Page Filter Bug,Sprint,sprint-1769504239258,Approvals,22,Medium,Done,1.5,0.70282406,,,"2026-02-03",The Approval Page Filter should show only Purchased Frameworks.,,0,"2026-02-04T06:17:45Z",,0.0,Ready to Stage,,0.0,,0.0,
BUG-016,Typographical error,Bug,,settings,22,Low,Done,0.0,0.008958333,,,"2026-02-04",add address and select the country Åland Islands and select the state and below state view the state typo.,"1. add address and select the country Åland Islands and select the state and below state view the state typo.",0,"2026-02-05",,0.0,Ready to Test,,0.0,,0.0,
BUG-015,Add user in people,Bug,,People,22,High,To Do,0.0,0.0,,,"2026-02-04","1. when user provide single digit on employe id and click on save button. system through an error like staff name with this id already exists.",Add user choose single digit on employee id and provide proper creadentials on other fields. and click on save button.,0,,,0.0,,,0.0,,0.0,
CHG-011,Navigation flow,Change,,Approvals,22,Low,Fixed,0.0,2.5725348,,,"2026-02-03","When there are multiple evidence against single artifact in approver module, after approving one evidence the tab closes and once again we are forced to go to the artifact and approve the pending evidence","1. upload the multiple evidence against into single artifact.
2. send it all the evidence into approval.
3.Go to the approval module select the artifact and approve the evidence note after approved the pop up page closed, we need to click again the artifact and approve.",0,"2026-02-05T09:06:58Z",,0.0,Ready to Test,,0.0,,0.0,
SP-055,Diff between old and new flow,Sprint,sprint-1769504239258,TPRM,20,High,Done,0.5,2.9252777,,,"2026-02-04","",,0,"2026-02-05T09:30:32Z",,0.0,Ready to Test,,0.0,,0.0,
SP-054,New FRD doc flow analysis,Sprint,sprint-1769504239258,TPRM,20,High,Done,0.5,2.9910765,,,"2026-02-04","",,0,"2026-02-05T10:02:05Z",,0.0,Ready to Test,,0.0,,0.0,
SP-080,Assessment and TPRM Simple Flow,Sprint,sprint-1769677972065,"",30,Medium,Done,0.25,0.05111111,,,"2026-02-06","",,0,"2026-02-06T06:32:33Z",,0.0,Ready to Test,,0.0,,0.0,
SP-069,UIDAI Review,Sprint,sprint-1770615834256,"",30,High,Done,0.5,5.803021,,,"2026-02-06","",,0,"2026-02-17T11:41:01Z",,0.0,Ready to Test,,0.0,,0.0,
SP-056,Flow Discussion with Kaviranjini,Sprint,sprint-1769504239258,TPRM,20,High,Done,0.5,2.9911458,,,"2026-02-04","",,0,"2026-02-05T10:02:11Z",,0.0,Ready to Test,,0.0,,0.0,
SP-053,Old flow analysis,Sprint,sprint-1769504239258,TPRM,20,High,Done,0.5,0.00083333,,,"2026-02-04","",,0,"2026-02-04T10:07:32Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-017,Framework filter,Bug,,Approvals,22,High,Done,0.0,0.0,,,"2026-02-06",The Approval Page Filter should show only Purchased Frameworks.,"",0,"2026-02-06",,0.0,Ready to Test,,0.0,,0.0,
SP-052,Settings API testing,Sprint,sprint-1769504239258,Settings,19,Medium,Done,1.0,0.7874537,,,"2026-02-04","",,0,"2026-02-05T04:44:21Z",,0.0,Ready to Test,,0.0,,0.0,
SP-068,CSCRF - Tables,Sprint,sprint-1771825655592,"",30,Medium,Done,0.0,3.387014,,,"2026-02-06","",,0,"2026-02-25T09:47:00Z",,0.0,Ready to Test,,0.0,,0.0,
SP-058,On-Prem Settings page design and authentication flow,Sprint,sprint-1769504239258,Settings,18,High,Done,2.0,3.0586805,,,"2026-02-05","",,0,"2026-02-06T05:33:18Z",,0.0,Ready to Test,,0.0,,0.0,
SP-070,FRD document review and flow discussion,Sprint,sprint-1769504239258,Audit Module,19,Medium,Done,1.0,2.9183333,,,"2026-02-06","",,0,"2026-02-09T05:22:19Z",,0.0,Ready to Test,,0.0,,0.0,
SP-065,TPRM Design and PRD,Sprint,sprint-1770615834256,"",30,Medium,Done,0.0,0.0,,,"2026-02-06","Dhanusha is working on it if shared need to share final document with team
DEsign has been shared (6/2)",,0,"2026-02-13T05:08:50Z",,0.0,Ready to Test,,0.0,,0.0,
SP-019,AI Evidence Verification,Sprint,sprint-1771825655592,"",30,Medium,Blocked,0.5,11.97997,Working on other modules will pick the task after that,"2026-02-06T05:40:32.241Z","2026-01-29","",,0,,,0.0,,,0.0,,0.0,
SP-084,Whizz AI Testing,Sprint,sprint-1770615073846,Whizz AI,26,High,Done,1.0,1.0,,,"2026-02-09","",,0,"2026-02-11T06:27:06Z",,0.0,Ready to Test,,0.0,,0.0,
SP-067,Dashboard and Trust Center,Sprint,sprint-1771825655592,"",30,Medium,Blocked,0.0,0.0,"On hold. Due to Assessment, TPRM and mapping priority","2026-02-06T05:41:40.875Z","2026-02-06","",,0,,,0.0,,,0.0,,0.0,
task-1769510649539,Automation on approvals,Sprint,sprint-1771825706501,Approvals,26,Medium,To Do,3.0,0.0,,,"2026-01-27","1. Artifact approve and reject & rework.
2. approval percentage.
3. approvals by, date submission, owner assigned.",,0,,,0.0,,,0.0,,0.0,
SP-057,Re-testing,Sprint,sprint-1769504239258,General,26,Medium,Done,1.0,4.037049,,,"2026-02-05","1. Dashboard navigation.
2. bulk upload file in people.
3. loading timeing increases.
4. approval module framework filter correction.
5. bug - 002
6. bug - 003
7. bug - 005
8. bug - 006
9. bug - 007
10. chg - 001 ",,0,"2026-02-06T13:17:20Z",,0.0,Ready to Test,,0.0,,0.0,
SP-006,Testing the AI evidence verification,Sprint,sprint-1770615073846,Artifact,26,High,Done,10.0,4.809963,,,"2026-01-30","",,0,"2026-02-10T06:46:37Z",,6.364269732013889,Ready to Test,,0.0,,0.0,
SP-071,ISNP,Sprint,,"",30,Medium,To Do,0.0,0.0,,,"2026-02-06","",,0,,,0.0,,,0.0,,0.0,
SP-079,Policy acknowledgement module code analysis,Sprint,sprint-1770615073846,settingsPolicy,21,High,Done,1.0,2.0,,,"2026-02-06","Analyze the policy acknowledgement module code to understand the
current flow, data handling, and user interactions.
This analysis will help align future UI or integration changes
with the existing implementation.
",,0,"2026-02-09T07:24:34Z",,0.0,Ready to Test,,0.0,,0.0,
SP-076,docker containers all services running properly ,Sprint,sprint-1770615073846,General,24,High,Done,1.0,2.0,,,"2026-02-06","",,0,"2026-02-10T04:56:10Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-018,approvals module filter issue.,Bug,,Approvals,22,High,To Do,0.0,0.0,,,"2026-02-09","1. unwanted frameworks are listing in status and department filters.","1. Go to the approvals module.
2. select the status filter and department filter.",0,,,0.0,,,0.0,,0.0,
BUG-019,promting issue in whizz AI,Bug,,Whizz AI,25,High,Done,0.0,0.0,,,"2026-02-09","1. AI response was wrong.","1. promt a number or special character.
2. then promt about whizzc there is no response",0,"2026-02-12",,0.0,Ready to Test,,0.0,,0.0,
SP-085,Ms365 integration checks analysing,Sprint,sprint-1770615073846,Integration,23,High,Done,0.5,0.0,,,"2026-02-09","Separate checklist tables for:

MS365 applicable checks

Intune applicable checks

Purview applicable checks

Defender applicable checks

Structured data ready for compliance analysis and monitoring integration.",,0,"2026-02-10T05:01:34Z",,0.0,Ready to Test,,0.0,,0.0,
SP-089,On-Prem product FRD document clarification,Sprint,sprint-1770615073846,"",19,Medium,Done,0.25,0.00041667,,,"2026-02-09","",,0,"2026-02-09T10:03:56Z",,0.0,Ready to Test,,0.0,,0.0,
SP-090,Sprint meeting & production deployment plan,Sprint,sprint-1770615073846,"",19,Medium,Done,0.25,0.00020833,,,"2026-02-09","",,0,"2026-02-09T10:05:04Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-020,Need edit and delete.,Bug,,Whizz AI,25,High,Done,0.0,0.0,,,"2026-02-09",Need edit and delete option for promting the question.,"1. Need edit and delete option for promting the question.",0,"2026-02-12",,0.0,Ready to Test,,0.0,,0.0,
SP-097,chatbot-changes,Sprint,sprint-1770615073846,AI-Chatbot,25,Medium,Done,1.0,0.45184028,,,"2026-02-10","edit and copy option in chat bot
query with attachment 
",,0,"2026-02-10T13:36:53Z",,0.0,Ready to Stage,,1.3396180555555555,,0.0,sprint-1770615073846
SP-087,Login page design corrections,Sprint,sprint-1770615073846,Login,18,Medium,Done,0.25,0.44086805,,,"2026-02-09","",,0,"2026-02-09T13:31:37Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-021,Need feedback and improvement.,Bug,,Whizz AI,25,High,Done,0.0,0.0,,,"2026-02-10","1. Need like and dislike for the reponse 
For like:
It tells the AI system: “This answer was helpful.”
Helps improve future responses
For dislike:
It signals: “This answer is wrong or not helpful.”
Helps developers find mistakes","",0,"2026-02-12",,0.0,Ready to Test,,0.0,,0.0,
SP-096,Ms365 Checks Implementation in Database,Sprint,sprint-1770615073846,Integration,23,High,Done,1.0,1.0,,,"2026-02-10",Implemented database structure for storing MS365 compliance checks and mapped checks based on applicable services.,,0,"2026-02-11T05:22:52Z",,0.0,Ready to Test,,0.0,,0.0,
SP-092,Policy Acknowledgement Status - Change,Sprint,sprint-1770615073846,People,22,High,Done,1.0,1.1684722,,,"2026-02-09","",,0,"2026-02-10T12:32:13Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-022,Format file sample from AI,Bug,,Whizz AI,25,High,To Do,0.0,0.0,,,"2026-02-10","1. when user ask any sample document or provide me a sample excel file the ai does not providing the sample file.","",0,,,0.0,,,0.0,,0.0,
SP-095,docker container deploy a live server,Sprint,sprint-1770615073846,General,24,High,Done,2.0,1.3718402,,,"2026-02-10","",,0,"2026-02-11T12:58:29Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-012,Session expiry is not effectively reflected in production,Bug,,QA,22,High,To Do,0.0,0.0,,,"2026-01-28","Whenever a session is expired or idle, it does not redirect to login page or session expiry error page directly whenever the user interacts with an expired session. Instead it shows inaccurate data belonging to expired session.
2. After manual refresh the page gets logged out, after user logged in the side menu module not displaying.","1. After logging into the artifact module, stay on the page for a specific period of time, then start uploading and searching for items.",0,,,0.0,,,0.0,,0.0,
BUG-024,File with comments.,Bug,,Whizz AI,25,High,Done,0.0,0.0,,,"2026-02-10","1. when user promt using file with comments the AI only validates the file not the comments.","",0,"2026-02-12",,0.0,Ready to Test,,0.0,,0.0,
SP-098,Testing the Questionarie module,Sprint,sprint-1770615073846,Questionarie,26,High,Done,2.0,2.0,,,"2026-02-10","",,0,"2026-02-12T09:38:39Z",,0.0,Ready to Test,,0.0,,0.0,
SP-088,Assessment page table and api creation,Sprint,sprint-1770615073846,Assessment,19,Medium,Done,4.0,5.306701,,,"2026-02-09",API creation done for assessment page,,0,"2026-02-16T12:35:17Z",,0.0,Ready to Test,,0.0,,0.0,
SP-086,Implement on-prem settings- Location entity and Domain sub-module.,Sprint,sprint-1770615073846,Settings,18,High,Done,1.0,1.0,,,"2026-02-09","Need to add GET, PUT and POST and DELETE functionlity.",,0,"2026-02-12T04:55:34Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-023,Page not found.,Bug,,Whizz AI,25,High,Done,0.0,1.775868,,,"2026-02-10","1. AI provides the sample and example link when user clicks that link the page redirect and getting error page not found.","",0,"2026-02-12",,0.0,Ready to Test,,0.0,,0.0,
SP-102,Policy acknowledgement UI and behavior fine tuning,Sprint,sprint-1770615073846,Policy,21,Medium,Done,1.0,0.89947915,,,"2026-02-11","Fine tune the policy acknowledgement UI and user behavior
based on new project setup and usability review.",,0,"2026-02-12T13:30:17Z",,0.0,Ready to Test,,0.0,,0.0,
SP-118,BUG-027,Sprint,sprint-1770615073846,AI-Chatbot,25,Medium,Done,0.1,0.0,,,"2026-02-12",Remove whizzai module from the side menu bar,,0,"2026-02-15T18:54:00Z",,0.0,Ready to Test,,0.0,,0.0,
SP-091,Questionnare changes,Sprint,sprint-1770615073846,Questionnare,25,Medium,Done,1.0,0.9796181,,,"2026-02-09",Suggestion changes in questionnare,,0,"2026-02-10T06:15:18Z",,0.0,Ready to Stage,,1.3406597222222223,,0.0,sprint-1770615073846
SP-135,WhizzC Product Feature Documentation,Sprint,,WhizzC,30,Medium,To Do,0.0,0.0,,,"2026-02-17","Need to create a document detailing WhizzC Features, how to work around and things in roadmap",,0,,,0.0,,,0.0,,0.0,
BUG-025,improper error message.,Bug,,Approvals,22,High,To Do,0.0,0.0,,,"2026-02-10","1. when user approve the policy, the unwanted error message is displaying.","1. approve the policy",0,,,0.0,,,0.0,,0.0,
ADD-005,adding,Additional,,ding ,40,Medium,Done,0.25,0.0,,,"2026-02-10","",,0,"2026-02-12T09:07:47Z",,0.0,,,0.0,,0.0,
BUG-001,change start date mandatory to non-mandatory,Bug,,People,22,High,Fixed,0.0,0.44538194,,,"2026-02-11","1. people module while adding the employee start is mandatory field change to non-mandotory field.","",0,"2026-02-11T13:33:47Z",,0.0,Ready to Test,,0.0,,0.0,
SP-094,Implement policy acknowledgement flow updates,Sprint,sprint-1770615073846,Policy,21,Medium,Done,1.0,0.7842014,,,"2026-02-10","Implement required updates to the policy acknowledgement flow
based on the completed code analysis.
This includes updating the frontend behavior, handling acknowledgement
states, and ensuring proper integration with existing logic.",,0,"2026-02-10T13:36:45Z",,0.0,Ready to Test,,0.0,,0.0,
SP-101,Policy acknowledgement setup adjustments in new project,Sprint,sprint-1770615073846,Policy,21,Medium,Done,1.0,1.0,,,"2026-02-11","Apply required adjustments to the policy acknowledgement flow
after setting it up in the new project environment.
Includes configuration updates and minor behavior changes.",,0,"2026-02-11T21:10:25Z",,0.0,Ready to Test,,0.0,,0.0,
SP-108,Implementation of on-prem SSO creation.,Sprint,sprint-1770615073846,General,18,High,Done,1.0,2.170382,,,"2026-02-12","For SSO added a List, POST, GET, UPDATE, DELETE",,0,"2026-02-16T06:04:56Z",,0.0,Ready to Test,,0.0,,0.0,
SP-137,Analysing the authentication flow of on prem product,Sprint,sprint-1770615073846,on-prem,23,High,Done,1.0,1.5126736,,,"2026-02-17",Analysing the authentication flow of on prem product,,0,"2026-02-18T09:32:34Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-027,remove Whizz AI in side menu module,Bug,,Whizz AI,25,High,Done,0.0,0.0,,,"2026-02-11",Remove the whizzc ai module in side menu bar,"",0,"2026-02-18T11:54:06Z",,0.0,Ready to Test,,0.0,,0.0,
SP-104,People Page Training Status - Change,Sprint,sprint-1771825706501,People,22,High,To Do,1.0,0.0,,,"2026-02-11",Another High Priority bug has been assigned so puttin this bug to hold.,,0,,,0.0,,,0.0,,0.0,
BUG-034,evidence upload in production,Bug,,Artifact,22,High,To Do,0.0,0.0,,,"2026-02-16","1. when user uploads the evidence for offer letter artifact after few more seconds the evidence does not uploading.","1. upload the evidence in Offer Letter - Acknowledged.",0,,,0.0,,,0.0,,0.0,
BUG-026,Notification overlapping,Bug,,Notification,22,High,To Do,0.0,0.0,,,"2026-02-11","1. Artifact-approved notification are overlapping.","",0,,,0.0,,,0.0,,0.0,
SP-113,ms defender connection setup,Sprint,sprint-1770615073846,Integration,23,High,Done,0.5,0.4438889,,,"2026-02-12","To implement and configure a secure connection between the application and Microsoft defender using Microsoft Graph APIs, enabling automated security, compliance, and data governance checks.",,0,"2026-02-13T05:32:01Z",,0.0,Ready to Test,,0.0,,0.0,
SP-103,Ms Intune integration connection set-up,Sprint,sprint-1770615073846,Integration,23,High,Done,1.5,1.0,,,"2026-02-11","The objective of this task is to implement a secure connection between the application and Microsoft Intune using Microsoft Graph API. This integration enables the system to authenticate with Microsoft services, retrieve device management and compliance data, and perform security and configuration checks related to Microsoft Intune.
The connection will use Azure Active Directory (Microsoft Entra ID) application authentication with Client ID, Client Secret, and Tenant ID.",,0,"2026-02-12T05:10:44Z",,0.0,Ready to Test,,0.0,,0.0,
SP-117,BUG-028,Sprint,sprint-1770615073846,AI VERIFICATION,25,Medium,Done,0.5,0.20878473,,,"2026-02-12",AI displays deleted or unapproved artifact evidence in Questionnaire source links,,0,"2026-02-15T18:53:57Z",,0.0,Ready to Test,,0.0,,0.0,
SP-115,"Adding Approved By, Acknowledgement Required, Policy Status and Framework Filters in Policy Organization Page - Change",Sprint,sprint-1770615073846,Policy,22,High,Done,1.0,1.1061805,,,"2026-02-12","",,0,"2026-02-16T04:46:36Z",,0.0,Ready to Test,,0.0,,0.0,
SP-110,Ms purview integration connection setup,Sprint,sprint-1770615073846,Integration,23,High,Done,0.5,0.9101736,,,"2026-02-12","To implement and configure a secure connection between the application and Microsoft Purview using Microsoft Graph APIs, enabling automated security, compliance, and data governance checks.",,0,"2026-02-12T12:59:31Z",,0.0,Ready to Test,,0.0,,0.0,
